wordpiece,tokenized by BERTOverflow
spencer,spe ##nce ##r
doorway,door ##way
lover,love ##r
thirteen,thir ##teen
lily,lil ##y
mediterranean,medi ##ter ##ran ##ean
nhl,nh ##l
drummer,drum ##mer
guinea,gui ##ne ##a
railways,railway ##s
autumn,aut ##umn
ferry,ferr ##y
corridor,corr ##ido ##r
tales,tale ##s
trinity,tri ##nit ##y
cattle,cat ##tle
murdered,murder ##ed
1882,188 ##2
grandmother,grand ##mo ##ther
caribbean,car ##ibb ##ean
trio,tri ##o
waved,wave ##d
murmured,murmur ##ed
pioneer,pion ##eer
harold,har ##old
chorus,cho ##rus
rangers,range ##rs
revenge,reven ##ge
punk,pun ##k
breathe,breath ##e
innings,inn ##ings
clinton,clin ##ton
screamed,scream ##ed
beijing,bei ##jin ##g
lions,lion ##s
hms,hm ##s
voivodeship,vo ##ivo ##des ##hip
timber,tim ##ber
giants,giant ##s
serbia,ser ##bi ##a
laughter,laugh ##ter
noah,no ##ah
therapy,ther ##apy
pearl,pear ##l
ballet,ball ##et
lanka,lan ##ka
herbert,herb ##ert
toured,tour ##ed
1883,188 ##3
contested,contest ##ed
swept,swe ##pt
1878,187 ##8
prisoner,prison ##er
bangladesh,bang ##lad ##esh
wealthy,wealth ##y
owen,owe ##n
gregory,greg ##ory
fighters,fighter ##s
peru,per ##u
chancellor,chance ##llo ##r
knights,knight ##s
eldest,el ##dest
flames,flame ##s
1860,186 ##0
endemic,ende ##mic
settlers,settle ##rs
1876,187 ##6
mansion,mans ##ion
sentenced,sentence ##d
guitars,guitar ##s
terminus,termin ##us
illness,ill ##ness
adelaide,ade ##la ##ide
rogers,roger ##s
colombia,col ##omb ##ia
nigeria,nig ##er ##ia
breast,bre ##ast
cuba,cub ##a
celebration,celebr ##ation
latino,latin ##o
terror,terr ##or
lodge,lod ##ge
skull,sku ##ll
rebellion,reb ##elli ##on
wang,wan ##g
sporting,sport ##ing
activist,activ ##ist
porch,por ##ch
worship,wors ##hip
fourteen,four ##teen
1871,187 ##1
sailed,sail ##ed
joan,jo ##an
garcia,gar ##ci ##a
harbour,har ##bo ##ur
traditions,tradition ##s
jacques,jac ##ques
1879,187 ##9
volleyball,volley ##ball
acre,acr ##e
drafted,draft ##ed
1875,187 ##5
filming,film ##ing
munich,mun ##ich
tenure,ten ##ure
romance,roman ##ce
muslims,mus ##lim ##s
immigrants,imm ##igr ##ants
prefecture,prefect ##ure
rubbed,rub ##bed
armenian,arme ##ni ##an
sao,sa ##o
1867,186 ##7
festivals,festival ##s
immigration,imm ##igration
stakes,stake ##s
householder,household ##er
tourist,tour ##ist
sultan,su ##lt ##an
riley,ri ##ley
aboard,abo ##ard
slammed,slam ##med
baptist,ba ##pt ##ist
interstate,inters ##ta ##te
playoffs,play ##off ##s
1877,187 ##7
hindu,hind ##u
sank,san ##k
athens,ath ##ens
1872,187 ##2
denver,den ##ver
welfare,wel ##fare
belly,bell ##y
yelled,yell ##ed
1868,186 ##8
1874,187 ##4
internationally,international ##ly
tigers,tiger ##s
municipalities,mun ##icip ##alities
archaeological,arch ##ae ##ological
1873,187 ##3
devon,dev ##on
settlements,settlement ##s
kissing,kiss ##ing
barcelona,bar ##celona
sullivan,su ##lli ##van
jefferson,jeff ##erson
grandson,grand ##son
bulgarian,bul ##gar ##ian
1866,186 ##6
alberta,albert ##a
romanized,roman ##ized
relieved,relieve ##d
gilbert,gil ##bert
swung,sw ##ung
democrat,demo ##cr ##at
jennifer,jen ##ni ##fer
1940s,194 ##0s
grove,gro ##ve
parade,parad ##e
florence,flor ##ence
incumbent,inc ##umb ##ent
olivia,oli ##via
shelter,shel ##ter
brisbane,bri ##sb ##ane
leonard,leon ##ard
inaugural,ina ##ugu ##ral
iranian,iran ##ian
dakota,da ##ko ##ta
norfolk,nor ##fol ##k
helicopter,helic ##opter
congressional,congr ##essional
bitch,bit ##ch
departed,depart ##ed
divine,div ##ine
coaching,coach ##ing
punishment,pun ##ishment
unincorporated,unin ##corp ##orated
nevada,ne ##va ##da
dining,din ##ing
martial,mart ##ial
eighteen,eight ##een
brushed,brush ##ed
ministers,mini ##sters
congregation,congr ##ega ##tion
negotiations,negotiation ##s
arnold,arn ##old
gothic,goth ##ic
syria,sy ##ria
cincinnati,cin ##ci ##nn ##ati
philippine,philipp ##ine
maritime,mari ##time
goddess,god ##des ##s
clerk,cle ##rk
surrender,surr ##ender
playoff,play ##off
beetle,beet ##le
regulation,regul ##ation
anglo,ang ##lo
retreat,retre ##at
wallace,wall ##ace
locomotives,loc ##omotive ##s
nephew,ne ##ph ##ew
ibn,ib ##n
fortress,fort ##ress
carved,carve ##d
1869,186 ##9
coaches,coach ##es
northwestern,north ##west ##ern
historians,histor ##ians
drake,dra ##ke
leeds,lee ##ds
farming,farm ##ing
fellowship,fellows ##hip
territorial,territ ##orial
rabbi,rab ##bi
venice,ven ##ice
ruth,rut ##h
touchdown,touch ##down
metre,met ##re
liberation,liber ##ation
holland,holl ##and
diesel,dies ##el
kenya,ken ##ya
servant,serv ##ant
blinked,blink ##ed
croatian,cro ##ati ##an
pradesh,pra ##des ##h
1850,185 ##0
convicted,conv ##ict ##ed
caroline,carol ##ine
christianity,christian ##ity
trent,tre ##nt
buddhist,budd ##hist
1848,184 ##8
maurice,maur ##ice
yale,ya ##le
theology,the ##ology
legion,leg ##ion
excellence,excell ##ence
liga,lig ##a
renaissance,ren ##ais ##sa ##nce
vocalist,vocal ##ist
gospel,gos ##pel
democrats,demo ##cr ##ats
diplomatic,dipl ##omatic
hitler,hit ##ler
defended,defend ##ed
confederate,conf ##eder ##ate
guilt,gui ##lt
petersburg,peters ##burg
bulgaria,bul ##gar ##ia
pitcher,pitch ##er
reservoir,reser ##voir
bennett,benn ##ett
journalism,journal ##ism
protests,prote ##sts
cruz,cru ##z
croatia,cro ##ati ##a
locomotive,loc ##omotive
hughes,hug ##hes
shakespeare,shakes ##peare
basement,base ##ment
uncredited,unc ##red ##ited
phillips,phillip ##s
fury,fur ##y
breeding,breed ##ing
inducted,ind ##uct ##ed
montana,mont ##ana
eagles,eagle ##s
karen,kar ##en
christians,christian ##s
lords,lord ##s
newcastle,new ##castle
claude,cla ##ude
tissue,tis ##su ##e
°f,° ##f
1859,185 ##9
ottawa,ot ##ta ##wa
resignation,resign ##ation
francois,franc ##ois
saudi,sau ##di
twins,twin ##s
divorce,div ##orce
curled,curl ##ed
bengal,beng ##al
annie,ann ##ie
riders,rider ##s
warsaw,wars ##aw
jessica,jess ##ica
1857,185 ##7
dame,dam ##e
pitched,pitch ##ed
pilots,pilot ##s
nepal,ne ##pal
louise,louis ##e
renowned,ren ##own ##ed
liam,li ##am
plaza,pla ##za
sophie,soph ##ie
fucking,fuc ##king
mainland,main ##land
seized,sei ##zed
veterans,veteran ##s
jerked,jerk ##ed
radiation,radi ##ation
warmth,warm ##th
southeastern,southeast ##ern
raced,race ##d
heels,he ##els
judicial,jud ##icial
abu,ab ##u
excitement,exc ##itement
amanda,am ##anda
saxophone,sax ##oph ##one
monk,mon ##k
outbreak,out ##break
consciousness,conscious ##ness
warfare,war ##fare
dissolved,dissolve ##d
psychological,psych ##ological
venezuela,ven ##ez ##uel ##a
nursing,nu ##rs ##ing
protestant,prote ##stant
exile,ex ##ile
lebanon,le ##ban ##on
shanghai,sha ##ng ##hai
pirates,pirate ##s
capita,capi ##ta
colonies,colon ##ies
manuscript,manu ##script
clarke,clark ##e
azerbaijan,az ##er ##ba ##ija ##n
tightened,tighten ##ed
earthquake,earthqu ##ake
rushing,rush ##ing
brooks,bro ##oks
societies,soci ##eties
militia,mil ##iti ##a
canyon,can ##yo ##n
eyebrows,eyeb ##rows
embassy,emb ##ass ##y
wellington,well ##ington
hannah,hann ##ah
bishops,bis ##hop ##s
commenced,commence ##d
1854,185 ##4
nashville,nas ##hv ##ille
courage,cour ##age
garrison,gar ##ris ##on
hamlet,haml ##et
rebels,reb ##els
literacy,liter ##acy
temples,temple ##s
jenny,jen ##ny
humanity,human ##ity
celebrate,celebr ##ate
freight,fre ##ight
rebel,reb ##el
deer,dee ##r
smiles,smile ##s
delaware,del ##aware
singers,singer ##s
boulevard,bou ##lev ##ard
planted,plant ##ed
rode,rod ##e
ernest,er ##nest
kane,kan ##e
preston,presto ##n
chambers,cham ##bers
montgomery,mont ##go ##mer ##y
praise,pra ##ise
1855,185 ##5
sanctuary,san ##ct ##uary
fbi,fb ##i
harper,har ##per
handsome,hands ##ome
nebraska,ne ##bra ##sk ##a
linda,lind ##a
argentine,argent ##ine
cork,cor ##k
panama,pan ##ama
1858,185 ##8
quartet,quart ##et
melody,mel ##ody
disbanded,dis ##band ##ed
sheffield,she ##ffi ##eld
gasped,gasp ##ed
kisses,kiss ##es
maggie,mag ##gie
extinct,ext ##inct
clenched,cle ##nc ##hed
semifinals,semi ##final ##s
roosevelt,roo ##sev ##elt
plains,plain ##s
imprisoned,imp ##ris ##oned
wolves,wo ##lv ##es
exhibitions,exhibit ##ions
liu,li ##u
tactical,tactic ##al
della,dell ##a
rested,rest ##ed
feared,fear ##ed
escort,esc ##ort
spirits,spirit ##s
prague,prag ##ue
torture,tort ##ure
survivors,survivor ##s
pond,pon ##d
priests,pri ##ests
casualties,casual ##ties
stern,ster ##n
auckland,auc ##kl ##and
yang,yan ##g
collaborated,collaborate ##d
possessed,possess ##ed
lopez,lop ##ez
mtv,mt ##v
baronet,bar ##onet
missionary,mission ##ary
oral,ora ##l
threatening,threat ##ening
seminary,seminar ##y
estates,estate ##s
1856,185 ##6
wounds,wound ##s
refugees,ref ##uge ##es
hamburg,ham ##burg
upstairs,ups ##ta ##irs
purse,purs ##e
breathed,breath ##ed
santiago,sant ##iago
celtic,cel ##tic
recruited,recruit ##ed
byzantine,by ##zan ##tin ##e
sensation,sens ##ation
armies,arm ##ies
sofia,sof ##ia
founders,founder ##s
disorder,dis ##order
honours,honour ##s
northeastern,northe ##aster ##n
mia,mi ##a
canton,cant ##on
southwestern,south ##west ##ern
voyage,voy ##age
pistol,pi ##sto ##l
brass,bra ##ss
1852,185 ##2
1851,185 ##1
presidency,pres ##iden ##cy
politicians,polit ##icians
quinn,qui ##nn
diana,dia ##na
mosque,mos ##que
tribal,tri ##bal
palmer,palm ##er
chester,chest ##er
reforms,reform ##s
vermont,ver ##mont
isle,is ##le
journalists,journal ##ists
midfielder,mid ##field ##er
blond,blo ##nd
servants,serv ##ants
malcolm,mal ##col ##m
essex,ess ##ex
henri,hen ##ri
slavery,slave ##ry
fairy,fair ##y
coached,coach ##ed
cassie,cass ##ie
washed,wash ##ed
2000s,2000 ##s
vinyl,vin ##yl
growled,growl ##ed
leslie,les ##lie
ritual,rit ##ual
vii,vi ##i
napoleon,nap ##ole ##on
stationed,station ##ed
friedrich,fried ##rich
platinum,plat ##inum
theatrical,the ##atr ##ical
seated,seat ##ed
1840,184 ##0
healing,heal ##ing
columbus,colum ##bus
tributary,tri ##but ##ary
prestigious,prest ##igi ##ous
grammy,gram ##my
ronald,ron ##ald
flute,flu ##te
proceedings,proceeding ##s
1853,185 ##3
kerala,ker ##ala
yugoslavia,yu ##go ##sl ##avi ##a
methodist,method ##ist
burial,bur ##ial
stockholm,stock ##holm
lungs,lun ##gs
manga,mang ##a
iraqi,ir ##aq ##i
celebrity,celebr ##ity
bride,brid ##e
abolished,abo ##lished
franz,fran ##z
reconnaissance,recon ##na ##issa ##nce
doctorate,doctor ##ate
alley,alle ##y
palestine,pale ##st ##ine
bradley,brad ##ley
nationalist,national ##ist
legendary,legend ##ary
powell,pow ##ell
screenplay,screen ##play
indonesian,indones ##ian
enzyme,en ##zyme
kylie,ky ##lie
manila,man ##ila
fever,fe ##ver
monica,mon ##ica
testament,testa ##ment
grande,grand ##e
reid,re ##id
beliefs,belief ##s
congo,cong ##o
casey,case ##y
1849,184 ##9
rape,rap ##e
syrian,sy ##rian
tourists,tour ##ists
nationwide,nation ##wide
motorcycle,motor ##cycle
liz,li ##z
chiefs,chief ##s
elena,ele ##na
pianist,pia ##nist
citizenship,citizens ##hip
wilhelm,wil ##hel ##m
quarterback,quarter ##back
hectares,hect ##ares
blonde,blo ##nd ##e
davies,dav ##ies
twentieth,twe ##nt ##iet ##h
airfield,air ##field
shaft,sha ##ft
paradise,parad ##ise
tobacco,to ##bac ##co
holmes,hol ##mes
colt,col ##t
butterfly,butter ##fly
nerve,ner ##ve
reformed,reform ##ed
bowling,bowl ##ing
collar,coll ##ar
superintendent,super ##inte ##nd ##ent
episcopal,epis ##cop ##al
giovanni,gio ##van ##ni
nineteenth,nine ##teen ##th
circulation,circul ##ation
armstrong,arms ##tron ##g
discrimination,discrimin ##ation
aires,air ##es
retiring,ret ##iring
cottage,cot ##tag ##e
ellen,ell ##en
jamaica,jam ##aic ##a
fernando,fern ##ando
playstation,plays ##ta ##tion
georgian,georgia ##n
solomon,solo ##mon
rivals,riv ##als
seventeen,sevent ##een
rodriguez,rod ##rig ##uez
1847,184 ##7
hank,han ##k
oakland,oak ##land
milwaukee,mil ##wa ##uke ##e
conquest,con ##quest
dubbed,dub ##bed
brunswick,brun ##sw ##ick
arched,arch ##ed
curtis,cur ##tis
divorced,div ##orce ##d
somerset,some ##rs ##et
buenos,bu ##eno ##s
fierce,fie ##rc ##e
theological,the ##ological
punjab,pun ##ja ##b
altar,alt ##ar
pastor,past ##or
thighs,thi ##gh ##s
collegiate,colleg ##iate
quarterfinals,quarter ##final ##s
1846,184 ##6
martha,mart ##ha
victories,victor ##ies
sharply,sharp ##ly
griffin,griff ##in
andrews,andrew ##s
arabia,arab ##ia
pierce,pier ##ce
casino,cas ##ino
runway,run ##way
civilians,civil ##ians
refuge,ref ##uge
suburban,suburb ##an
massacre,mass ##ac ##re
ammunition,amm ##unit ##ion
chelsea,che ##lse ##a
durham,dur ##ham
perth,pert ##h
palestinian,pale ##st ##ini ##an
finn,fin ##n
betty,bet ##ty
cardinals,cardinal ##s
inscription,ins ##cription
chloe,ch ##lo ##e
ashley,ash ##ley
sunlight,sun ##light
zhang,zh ##ang
franco,franc ##o
trustees,trust ##ees
trumpet,trump ##et
hesitated,hesitate ##d
topped,topp ##ed
brussels,bru ##ss ##els
peaceful,peace ##ful
mcdonald,mcd ##onald
investors,invest ##ors
witnesses,witness ##es
miranda,mir ##anda
michelle,michel ##le
lynn,ly ##nn
glared,gl ##ared
nina,nin ##a
headquartered,head ##qua ##rt ##ered
boarding,board ##ing
gibson,gib ##son
albanian,alb ##ani ##an
rebecca,reb ##ecc ##a
capitol,capi ##to ##l
indies,indie ##s
surgeon,surge ##on
westminster,west ##mins ##ter
suburbs,suburb ##s
anglican,ang ##lic ##an
alumni,alu ##mn ##i
fraser,fr ##aser
scandal,scand ##al
terrorist,terr ##oris ##t
teenage,tee ##na ##ge
teen,tee ##n
abby,abb ##y
newport,new ##port
bomber,bomb ##er
protective,protect ##ive
katherine,kat ##her ##ine
henderson,hend ##erson
palms,palm ##s
cricketer,cricket ##er
ordained,ord ##ained
edmund,edm ##und
rifles,ri ##fl ##es
1830,183 ##0
penn,pen ##n
sussex,suss ##ex
pursued,pursue ##d
indianapolis,indian ##ap ##olis
rosa,ros ##a
1845,184 ##5
inland,inl ##and
counsel,coun ##sel
hurried,hur ##ried
eyebrow,eyeb ##row
committees,committee ##s
hardy,hard ##y
heather,heat ##her
tenor,ten ##or
herald,her ##ald
fountain,fount ##ain
darling,dar ##ling
convoy,conv ##oy
dried,dri ##ed
smelled,smell ##ed
bosnia,bos ##ni ##a
brook,bro ##ok
performers,performer ##s
shrine,shr ##ine
savage,sav ##age
reynolds,re ##yn ##olds
nationally,national ##ly
holdings,holding ##s
edgar,edg ##ar
mama,mam ##a
fights,fight ##s
relegation,rele ##ga ##tion
finale,final ##e
underwent,under ##wen ##t
melissa,mel ##issa
veins,vein ##s
sunshine,sun ##shine
inhabited,inh ##abit ##ed
ethics,eth ##ics
molly,mol ##ly
marines,mari ##nes
hunters,hunter ##s
wingspan,wings ##pan
anthology,anth ##ology
lancashire,lan ##cash ##ire
batting,batt ##ing
cuban,cub ##an
dante,dan ##te
goalkeeper,goal ##keeper
groaned,gro ##ane ##d
burton,bur ##ton
gerald,ger ##ald
milton,mil ##ton
circus,circ ##us
copenhagen,cope ##nh ##agen
sophia,soph ##ia
philosopher,philosoph ##er
portraits,portrait ##s
gripped,grip ##ped
larvae,lar ##va ##e
garrett,gar ##rett
scotia,scot ##ia
luther,lut ##her
aerial,aer ##ial
ferdinand,fer ##di ##nan ##d
heated,heat ##ed
startled,start ##led
ally,all ##y
ghana,gh ##ana
stained,sta ##ined
richards,richard ##s
1837,183 ##7
conspiracy,cons ##pi ##rac ##y
footsteps,foot ##steps
cyprus,cy ##pr ##us
urged,urge ##d
olive,oli ##ve
insects,inse ##cts
graves,grave ##s
1844,184 ##4
hydrogen,hydr ##ogen
katie,kat ##ie
poets,poe ##ts
jin,ji ##n
monroe,mon ##roe
elderly,el ##der ##ly
alec,ale ##c
granite,gran ##ite
mineral,miner ##al
aboriginal,abo ##rig ##inal
rhode,rho ##de
skirt,ski ##rt
limestone,lime ##stone
nominee,nomin ##ee
memphis,mem ##ph ##is
amusement,am ##use ##ment
frankfurt,frank ##fu ##rt
referendum,refere ##ndum
unconscious,uncon ##sc ##ious
idaho,ida ##ho
destroyer,destroy ##er
mortal,mort ##al
tucker,tuck ##er
kingston,king ##ston
carson,cars ##on
whitney,whit ##ney
geneva,gene ##va
plateau,plate ##au
rovers,ro ##vers
hiv,hi ##v
tristan,trist ##an
diploma,dipl ##oma
feast,feas ##t
iata,iat ##a
morocco,mor ##occ ##o
pounding,pound ##ing
treasury,tre ##as ##ury
lithuania,lit ##hu ##ani ##a
1841,184 ##1
1812,181 ##2
geological,geol ##ogical
marched,march ##ed
brien,bri ##en
nicole,nicol ##e
belle,bell ##e
bassist,bass ##ist
stunned,stun ##ned
torpedo,tor ##ped ##o
surveillance,surve ##illa ##nce
lawsuit,laws ##uit
halls,hall ##s
hawk,haw ##k
gorgeous,gor ##geo ##us
pakistani,pak ##istan ##i
willie,will ##ie
burke,bur ##ke
heath,heat ##h
powder,pow ##der
brigadier,bri ##ga ##die ##r
jackie,jack ##ie
tate,tat ##e
cigarette,cigar ##ette
specimens,specimen ##s
finalist,final ##ist
cia,ci ##a
murders,murder ##s
wilderness,wild ##ern ##ess
nicknamed,nickname ##d
robertson,roberts ##on
tampa,tam ##pa
composers,composer ##s
nominations,nomin ##ations
1838,183 ##8
malta,mal ##ta
automobile,autom ##obile
viii,vi ##ii
museums,museum ##s
furious,fur ##ious
cohen,co ##hen
surrey,surr ##ey
moses,mos ##es
barnes,barn ##es
morrison,morris ##on
janet,jane ##t
custody,cust ##ody
observatory,observ ##atory
comedian,come ##dia ##n
pinyin,pin ##yi ##n
novelist,novel ##ist
canterbury,cant ##er ##bury
oslo,os ##lo
monks,mon ##ks
jealous,je ##alous
dorothy,dor ##othy
marina,mari ##na
holden,hold ##en
allegations,alle ##ga ##tions
storyline,story ##line
majesty,maj ##est ##y
bradford,brad ##ford
classics,classic ##s
fists,fist ##s
1842,184 ##2
1839,183 ##9
gage,ga ##ge
telegraph,tele ##graph
expelled,exp ##elled
downstairs,downs ##ta ##irs
afl,af ##l
uganda,ug ##anda
pregnancy,preg ##nan ##cy
condemned,cond ##em ##ned
lutheran,lut ##her ##an
decree,decre ##e
edwin,ed ##win
plantation,plant ##ation
saskatchewan,sas ##kat ##che ##wan
drifted,drift ##ed
vegetation,veget ##ation
revolt,rev ##olt
1843,184 ##3
nato,nat ##o
skating,sk ##ating
1836,183 ##6
flora,flor ##a
anxiety,an ##xi ##ety
emmy,emm ##y
frost,fro ##st
assassination,ass ##assin ##ation
dominican,domin ##ican
orlando,or ##land ##o
armenia,arme ##ni ##a
calgary,cal ##gar ##y
valentine,vale ##nt ##ine
marion,mario ##n
proclaimed,proc ##la ##ime ##d
theodore,the ##odo ##re
courtyard,court ##yard
thigh,thi ##gh
gonzalez,gon ##zalez
troop,tro ##op
supporter,support ##er
terrorism,terr ##oris ##m
presbyterian,pres ##byte ##rian
activists,activ ##ists
rubbing,rub ##bing
uprising,up ##ris ##ing
millennium,mill ##enn ##ium
cello,cell ##o
rescued,rescue ##d
cardiff,card ##iff
1835,183 ##5
senators,sen ##ators
beard,bear ##d
battalions,batt ##ali ##ons
scouts,scout ##s
sculptor,sc ##ulp ##tor
arctic,arct ##ic
raja,raj ##a
gentleman,gentle ##man
deceased,dece ##ased
touchdowns,touch ##down ##s
brady,brad ##y
caleb,cale ##b
sinking,sink ##ing
protagonist,prot ##agon ##ist
hayes,hay ##es
endangered,end ##anger ##ed
zurich,zu ##rich
lovers,love ##rs
treasurer,treasure ##r
1832,183 ##2
biblical,bib ##lic ##al
terrified,terrif ##ied
imprisonment,imp ##ris ##on ##ment
plymouth,ply ##mo ##uth
tara,tar ##a
trembling,tre ##mb ##ling
antarctic,ant ##arc ##tic
faction,fact ##ion
lancaster,lan ##caster
hopkins,hop ##kins
lyon,ly ##on
bros,bro ##s
empress,emp ##ress
crowned,crow ##ned
acclaimed,acc ##la ##ime ##d
chuckled,chuck ##led
clara,clar ##a
towel,tow ##el
interviewed,interview ##ed
helena,hel ##ena
filipino,filip ##ino
parted,part ##ed
idol,ido ##l
albany,alb ##any
notre,not ##re
belgrade,bel ##grade
highways,highway ##s
lauren,laur ##en
alexandria,alexand ##ria
abdul,abd ##ul
reunion,re ##union
ludwig,lud ##wig
slovenia,slove ##ni ##a
hugged,hug ##ged
brighton,bright ##on
cruel,cru ##el
trek,tre ##k
politically,political ##ly
boeing,bo ##eing
isabella,isa ##bell ##a
bacteria,bac ##ter ##ia
belfast,bel ##fast
ussr,uss ##r
lithuanian,lit ##hu ##ani ##an
ribs,ri ##bs
martinez,martin ##ez
nationals,national ##s
jace,jac ##e
sleeve,slee ##ve
frightened,fright ##ened
wickets,wicket ##s
ecuador,ec ##ua ##dor
oblast,obl ##ast
bach,bac ##h
cornwall,corn ##wall
salem,sale ##m
julius,juli ##us
propaganda,propag ##anda
iceland,ice ##land
bombardment,bomb ##ard ##ment
wives,wi ##ves
concerto,concert ##o
macdonald,mac ##don ##ald
albania,alb ##ani ##a
sudan,sud ##an
helmet,helm ##et
angela,angel ##a
mistress,mist ##ress
sunk,sun ##k
boxer,box ##er
ballot,ball ##ot
soprano,sop ##ran ##o
regiments,regi ##ments
freshman,fresh ##man
baroque,bar ##oqu ##e
destiny,dest ##iny
feminist,fem ##inis ##t
halifax,hal ##if ##ax
allmusic,all ##music
alexandra,alexand ##ra
manuscripts,manu ##scripts
dancers,dancer ##s
monuments,mon ##uments
blades,blade ##s
barracks,bar ##rack ##s
springfield,spring ##field
maiden,ma ##iden
airing,air ##ing
wheat,whe ##at
nobel,nob ##el
blair,bla ##ir
eleanor,ele ##ano ##r
afc,af ##c
manitoba,man ##ito ##ba
recreational,recreation ##al
airborne,air ##born ##e
edmonton,edm ##onto ##n
renovation,ren ##ova ##tion
infant,inf ##ant
bankruptcy,bank ##rupt ##cy
roses,rose ##s
aftermath,after ##math
pavilion,pav ##ilio ##n
carpenter,carp ##enter
rochester,roc ##hes ##ter
bombers,bomb ##ers
rao,ra ##o
reverend,rever ##end
naples,nap ##les
crawford,craw ##ford
tracy,trac ##y
cops,cop ##s
crushed,crush ##ed
teenager,tee ##na ##ger
flagship,flags ##hip
sanchez,san ##che ##z
revived,revive ##d
flee,fle ##e
tragedy,tra ##ged ##y
hanna,hann ##a
salvador,salv ##ador
flown,flow ##n
contestants,contest ##ants
civilization,civil ##ization
fletcher,fle ##tch ##er
nash,nas ##h
sensed,sense ##d
walt,wal ##t
renovated,ren ##ova ##ted
madame,mad ##ame
crews,crew ##s
governmental,government ##al
armored,armor ##ed
copa,cop ##a
caves,cave ##s
damp,dam ##p
tugged,tu ##gged
wyoming,wy ##oming
newman,new ##man
meredith,mere ##dit ##h
raiders,raid ##ers
republicans,republic ##ans
secular,sec ##ular
superman,super ##man
criticised,critic ##ised
conviction,conv ##iction
convent,conven ##t
sharon,shar ##on
entrepreneur,entre ##pre ##ne ##ur
councillor,coun ##cil ##lor
swan,sw ##an
cursed,curse ##d
1815,181 ##5
haired,hair ##ed
sofa,sof ##a
rivalry,riv ##al ##ry
rapper,rapp ##er
speedway,speed ##way
swords,sword ##s
maxwell,max ##well
estonia,est ##oni ##a
1834,183 ##4
claws,cla ##ws
nadu,nad ##u
bce,bc ##e
wrestler,wrest ##ler
ellie,ell ##ie
staircase,stair ##case
noel,no ##el
patricia,pat ##ricia
nacional,na ##cion ##al
prussia,pr ##uss ##ia
limbs,limb ##s
ernst,er ##ns ##t
perez,per ##ez
rene,ren ##e
prussian,pr ##ussian
regulatory,regul ##atory
habitats,habit ##ats
drank,dra ##nk
mothers,mother ##s
peered,peer ##ed
voluntary,volunt ##ary
homeland,home ##land
acclaim,acc ##la ##im
luxembourg,lux ##emb ##our ##g
carroll,car ##roll
receptor,recept ##or
ambulance,amb ##ula ##nce
johnston,john ##ston
catholics,cath ##olic ##s
jointly,joint ##ly
gloria,glor ##ia
ahmad,ah ##mad
councils,coun ##cil ##s
allison,all ##ison
ankle,ank ##le
surrendered,surr ##ender ##ed
sculptures,sc ##ulp ##tu ##res
membrane,mem ##bra ##ne
timothy,tim ##othy
courthouse,court ##house
forbes,forb ##es
blacks,black ##s
autobiography,autob ##io ##graphy
natalie,nat ##ali ##e
contestant,contest ##ant
countryside,country ##side
babies,bab ##ies
scorer,score ##r
invaded,inv ##aded
hurling,hur ##ling
disorders,dis ##orders
cruiser,cruise ##r
graduates,graduate ##s
freeway,free ##way
maid,ma ##id
georges,george ##s
krishna,kris ##hn ##a
thriller,thr ##iller
laps,lap ##s
snail,sn ##ail
laurence,laur ##ence
seoul,seo ##ul
churchill,church ##ill
savannah,sav ##anna ##h
testimony,testimon ##y
romans,roman ##s
mlb,ml ##b
flowering,flower ##ing
charleston,charles ##ton
shattered,sha ##tt ##ered
triumph,tri ##ump ##h
ceremonies,cer ##emon ##ies
portsmouth,ports ##mo ##uth
cologne,col ##ogn ##e
seventy,sevent ##y
cornell,corn ##ell
americas,america ##s
budapest,bud ##apes ##t
conrad,con ##rad
rector,rect ##or
1831,183 ##1
christine,christ ##ine
volcanic,vol ##can ##ic
slender,sle ##nder
summers,summer ##s
subfamily,sub ##family
danced,dance ##d
rhine,rh ##ine
heinrich,hein ##rich
gastropod,gas ##tr ##op ##od
sings,sing ##s
velvet,vel ##vet
tribune,tri ##bu ##ne
baldwin,bal ##dw ##in
donna,don ##na
1814,181 ##4
espn,esp ##n
glare,gl ##are
highland,highl ##and
eased,ease ##d
louder,loud ##er
slovakia,slo ##va ##ki ##a
prairie,pra ##iri ##e
greene,green ##e
detachment,detach ##ment
bury,bur ##y
sherman,sher ##man
reinforced,reinforce ##d
duchess,du ##ches ##s
outfit,out ##fit
walsh,wal ##sh
mickey,mick ##ey
geoffrey,geoff ##rey
archer,arch ##er
dawson,daw ##son
coral,cor ##al
polo,pol ##o
1833,183 ##3
watts,wat ##ts
jules,jul ##es
rebounds,rebound ##s
burma,bur ##ma
woodland,wood ##land
moist,mo ##ist
santos,sant ##os
whispers,whisper ##s
subspecies,subs ##peci ##es
ulster,uls ##ter
maternal,mater ##nal
gerard,ger ##ard
duchy,du ##chy
inaugurated,ina ##ugu ##rated
sovereign,sov ##ere ##ign
thames,tha ##mes
confederation,conf ##eder ##ation
yankees,yank ##ees
rotten,rot ##ten
salon,sal ##on
winnipeg,win ##ni ##peg
1820,182 ##0
armoured,arm ##oure ##d
initiatives,initiative ##s
robe,rob ##e
gazed,gaze ##d
rulers,ruler ##s
jerome,jer ##ome
diplomat,dipl ##oma ##t
gravel,grave ##l
charitable,char ##itable
calvin,cal ##vin
